"","Indnum","Group","Activity","Units","Consumption","Quality_of_Life_Importance__1_10","solar_powered_water_heater","gas_water_heater","electric_water_heater_peak_hour","electric_water_heater_off_peak","gas","natural_gas","hybrid","electric_peak_hours","electric_off_peak_hours","jetfuel","TCF","TrQL"
"2784",104,1,"Use of heat pump","count",0,45,0,0,0,0,0,0,0,0,0,0,0,0
"2785",104,1,"Use of air conditioner","count",15,41,0,0,0,0,0,0,0,0,0,0,0,615
"2786",104,2,"shower - short","count",4,96,0,0,0,0,0,0,0,0,0,0,0,384
"2787",104,2,"shower - long (> 3 min)","count",17,82,1.7e-05,0,0,0,0,0,0,0,0,0,1.7e-05,1394
"2788",104,2,"bath","count",0,17,0,0,0,0,0,0,0,0,0,0,0,0
"2789",104,2,"wash-up","count",43,43,0,0,0,0,0,0,0,0,0,0,0,1849
"2790",104,3,"use of dishwasher","count",0,23,0,0,0,0,0,0,0,0,0,0,0,0
"2791",104,3,"use of clothes washer","count",3,48,0,0,0,0,0,0,0,0,0,0,0,144
"2792",104,3,"use of clothes dryer","count",3,21,0,0,0,0,0,0,0,0,0.000122,0,0.000122,63
"2793",104,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"2794",104,3,"use of  oven","count",11,31,0,0,0,0,0,0,0,0,0.00015,0,0.00015,341
"2795",104,3,"use of self-clean feature of electric oven","count",1,16,0,0,0,0,0,0,0,0.000199,0,0,0.000199,16
"2796",104,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2797",104,4,"TV/computer use","count",63,29,0,0,0,0,0,0,0,0,0,0,0,1827
"2798",104,5,"air travel - large plane","miles",3630,45,0,0,0,0,0,0,0,0,0,0,0,163350
"2799",104,5,"air travel - small  plane (<50 seats)","miles",610,30,0,0,0,0,0,0,0,0,0,0,0,18300
"2800",104,5,"car trips- self only","miles",330,57,0,0,0,0,0.000551,0,0,0,0,0,0.000551,18810
"2801",104,5,"car trips - driver and self","miles",40,25,0,0,0,0,0.000554,0,0,0,0,0,0.000554,1000
"2802",104,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2803",104,5,"trips using public ground transportation","bags",19,59,0,0,0,0,0,0,0,0,0,0,0,1121
"2804",104,6,"bags of garbage disposed","bags",24,47,0,0,0,0,0,0,0,0,0,0,0,1128
"2805",104,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2806",104,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2807",104,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2808",104,6,"large items disposed","items",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"2809",105,1,"Household heating => 70F","hours",4,81,0,0,0,0,0,0.000436,0,0,0,0,0.000436,324
"2810",105,1,"Household heating < 70F","hours",6,89,0,0,0,0,0,0.000872,0,0,0,0,0.000872,534
"2811",105,1,"Use of heat pump","hours",0,45,0,0,0,0,0,0,0,0,0,0,0,0
"2812",105,1,"Use of air conditioner","hours",25,40,0,0,0,0,0,0,0,0,0,0,0,1000
"2813",105,2,"shower - short","count",5,92,0,0,0,0,0,0,0,0,0,0,0,460
"2814",105,2,"shower - long (> 3 min)","count",13,88,0,0,0,0,0,0,0,0,0,0,0,1144
"2815",105,2,"bath","count",0,16,0,0,0,0,0,0,0,0,0,0,0,0
"2816",105,2,"wash-up","count",44,44,4e-06,0,0,0,0,0,0,0,0,0,4e-06,1936
"2817",105,3,"use of dishwasher","count",0,20,0,0,0,0,0,0,0,0,0,0,0,0
"2818",105,3,"use of clothes washer","count",5,33,0,0,0,0,0,0,0,0,0,0,0,165
"2819",105,3,"use of clothes dryer","count",2,14,0,0,0,0,0,0,0,0,0,0,0,28
"2820",105,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2821",105,3,"use of  oven","count",12,32,0,0,0,0,0,0,0,0,0,0,0,384
"2822",105,3,"use of self-clean feature of electric oven","count",2,15,0,0,0,0,0,0,0,0,0,0,0,30
"2823",105,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2824",105,4,"TV/computer use","count",64,22,0,0,0,0,0,0,0,0,0,0,0,1408
"2825",105,5,"air travel - large plane","miles",3328,42,0,0,0,0,0,0,0,0,0,0,0,139776
"2826",105,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2827",105,5,"car trips- self only","miles",308,50,0,0,0,0,0.000551,0,0,0,0,0,0.000551,15400
"2828",105,5,"car trips - driver and self","miles",22,19,0,0,0,0,0.000554,0,0,0,0,0,0.000554,418
"2829",105,5,"car trips - 2+ people with multiple end points","miles",27,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2830",105,5,"trips using public ground transportation","bags",14,48,0,0,0,0,0,0,0,0,0,0,0,672
"2831",105,6,"bags of garbage disposed","bags",18,43,0,0,0,0,0,0,0,0,0,0,0,774
"2832",105,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2833",105,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2834",105,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2835",105,6,"large items disposed","items",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"2836",106,1,"Household heating => 70F","count",1,62,0,0,0,0,0,0.000436,0,0,0,0,0.000436,62
"2837",106,1,"Household heating < 70F","count",3,72,0,0,0,0,0,0.000872,0,0,0,0,0.000872,216
"2838",106,1,"Use of heat pump","count",0,40,0,0,0,0,0,0,0,0,0,0,0,0
"2839",106,1,"Use of air conditioner","count",18,49,0,0,0,0,0,0,0,0,0,0,0,882
"2840",106,2,"shower - short","count",7,91,0,0,0,0,0,0,0,0,0,0,0,637
"2841",106,2,"shower - long (> 3 min)","count",11,83,0,0,0,0,0,0,0,0,0,0,0,913
"2842",106,2,"bath","count",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"2843",106,2,"wash-up","count",39,42,0,0,0,0,0,0,0,0,0,0,0,1638
"2844",106,3,"use of dishwasher","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"2845",106,3,"use of clothes washer","count",4,34,0,0,0,0,0,0,0,0,0,0,0,136
"2846",106,3,"use of clothes dryer","count",3,21,0,0,0,0,0,0,0,0,0.000122,0,0.000122,63
"2847",106,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"2848",106,3,"use of  oven","count",10,39,0,0,0,0,0,0,0,0,0.00015,0,0.00015,390
"2849",106,3,"use of self-clean feature of electric oven","count",4,15,0,0,0,0,0,0,0,0,0,0,0,60
"2850",106,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2851",106,4,"TV/computer use","count",64,28,0,0,0,0,0,0,0,0,0,0,0,1792
"2852",106,5,"air travel - large plane","miles",2332,43,0,0,0,0,0,0,0,0,0,0,0,100276
"2853",106,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"2854",106,5,"car trips- self only","miles",385,48,0,0,0,0,0.000551,0,0,0,0,0,0.000551,18480
"2855",106,5,"car trips - driver and self","miles",34,26,0,0,0,0,0.000554,0,0,0,0,0,0.000554,884
"2856",106,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2857",106,5,"trips using public ground transportation","bags",17,58,0,0,0,0,0,0,0,0,0,0,0,986
"2858",106,6,"bags of garbage disposed","bags",27,41,0,0,0,0,0,0,0,0,0,0,0,1107
"2859",106,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2860",106,6,"bags of compost deposited (negative CF)","bags",7,15,0,0,0,0,0,0,0,0,0,0,0,105
"2861",106,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2862",106,6,"large items disposed","items",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"2863",107,1,"Household heating => 70F","hours",4,80,0,0,0,0,0,0.000436,0,0,0,0,0.000436,320
"2864",107,1,"Household heating < 70F","hours",6,61,0,0,0,0,0,0.000872,0,0,0,0,0.000872,366
"2865",107,1,"Use of heat pump","hours",0,42,0,0,0,0,0,0,0,0,0,0,0,0
"2866",107,1,"Use of air conditioner","hours",22,46,0,0,0,0,0,0,0,0,0,0,0,1012
"2867",107,2,"shower - short","count",4,86,0,0.000102,0,0,0,0,0,0,0,0,0.000102,344
"2868",107,2,"shower - long (> 3 min)","count",19,82,0,0,0,0,0,0,0,0,0,0,0,1558
"2869",107,2,"bath","count",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"2870",107,2,"wash-up","count",37,33,0,4.2e-05,0,0,0,0,0,0,0,0,4.2e-05,1221
"2871",107,3,"use of dishwasher","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"2872",107,3,"use of clothes washer","count",3,28,3.3e-05,0.000199,0,0,0,0,0,0,0,0,0.000232,84
"2873",107,3,"use of clothes dryer","count",3,12,0,0,0,0,0,0,0,0,0,0,0,36
"2874",107,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2875",107,3,"use of  oven","count",9,31,0,0,0,0,0,0,0,0,0,0,0,279
"2876",107,3,"use of self-clean feature of electric oven","count",1,14,0,0,0,0,0,0,0,0,0,0,0,14
"2877",107,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2878",107,4,"TV/computer use","count",58,22,0,0,0,0,0,0,0,0,0,0,0,1276
"2879",107,5,"air travel - large plane","miles",2545,47,0,0,0,0,0,0,0,0,0,0,0,119615
"2880",107,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2881",107,5,"car trips- self only","miles",333,61,0,0,0,0,0.000551,0,0,0,0,0,0.000551,20313
"2882",107,5,"car trips - driver and self","miles",11,34,0,0,0,0,0.000554,0,0,0,0,0,0.000554,374
"2883",107,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2884",107,5,"trips using public ground transportation","bags",15,42,0,0,0,0,0,0,0,0,0,0,0,630
"2885",107,6,"bags of garbage disposed","bags",25,47,0,0,0,0,0,0,0,0,0,0,0,1175
"2886",107,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2887",107,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2888",107,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2889",107,6,"large items disposed","items",1,16,0,0,0,0,0,0,0,0,0,0,0,16
"2890",108,1,"Household heating => 70F","count",5,79,0,0,0,0,0,0.000436,0,0,0,0,0.000436,395
"2891",108,1,"Household heating < 70F","count",7,67,0,0,0,0,0,0.000872,0,0,0,0,0.000872,469
"2892",108,1,"Use of heat pump","count",0,40,0,0,0,0,0,0,0,0,0,0,0,0
"2893",108,1,"Use of air conditioner","count",28,50,0,0,0,0,0,0,0,0,0,0,0,1400
"2894",108,2,"shower - short","count",4,94,0,0,0,0,0,0,0,0,0,0,0,376
"2895",108,2,"shower - long (> 3 min)","count",35,76,0,0,0,0,0,0,0,0,0,0,0,2660
"2896",108,2,"bath","count",0,9,0,0,0,0,0,0,0,0,0,0,0,0
"2897",108,2,"wash-up","count",34,26,0,0,0,0,0,0,0,0,0,0,0,884
"2898",108,3,"use of dishwasher","count",0,24,0,0,0,0,0,0,0,0,0,0,0,0
"2899",108,3,"use of clothes washer","count",5,34,0,0,0,0,0,0,0,0,0,0,0,170
"2900",108,3,"use of clothes dryer","count",3,15,0,0,0,0,0,0,0,0,0.000122,0,0.000122,45
"2901",108,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"2902",108,3,"use of  oven","count",10,41,0,0,0,0,0,0,0,0,0.00015,0,0.00015,410
"2903",108,3,"use of self-clean feature of electric oven","count",3,13,0,0,0,0,0,0,0,0,0,0,0,39
"2904",108,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2905",108,4,"TV/computer use","count",59,26,0,0,0,0,0,0,0,0,0,0,0,1534
"2906",108,5,"air travel - large plane","miles",2298,42,0,0,0,0,0,0,0,0,0,0,0,96516
"2907",108,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"2908",108,5,"car trips- self only","miles",374,59,0,0,0,0,0.000551,0,0,0,0,0,0.000551,22066
"2909",108,5,"car trips - driver and self","miles",37,27,0,0,0,0,0.000554,0,0,0,0,0,0.000554,999
"2910",108,5,"car trips - 2+ people with multiple end points","miles",24,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2911",108,5,"trips using public ground transportation","bags",14,45,0,0,0,0,0,0,0,0,0,0,0,630
"2912",108,6,"bags of garbage disposed","bags",22,41,0,0,0,0,0,0,0,0,0,0,0,902
"2913",108,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2914",108,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2915",108,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2916",108,6,"large items disposed","items",2,12,0,0,0,0,0,0,0,0,0,0,0,24
"2917",109,1,"Household heating => 70F","hours",9,68,0,0,0,0,0,0.000436,0,0,0,0,0.000436,612
"2918",109,1,"Household heating < 70F","hours",9,70,0,0,0,0,0,0.000872,0,0,0,0,0.000872,630
"2919",109,1,"Use of heat pump","hours",0,45,0,0,0,0,0,0,0,0,0,0,0,0
"2920",109,1,"Use of air conditioner","hours",17,39,0,0,0,0,0,0,0,0,0,0,0,663
"2921",109,2,"shower - short","count",3,96,1.2e-05,0,0,0,0,0,0,0,0,0,1.2e-05,288
"2922",109,2,"shower - long (> 3 min)","count",27,86,0,0,0,0,0,0,0,0,0,0,0,2322
"2923",109,2,"bath","count",0,14,0,0,0,0.000368,0,0,0,0,0,0,0.000368,0
"2924",109,2,"wash-up","count",36,30,0,0,0,0,0,0,0,0,0,0,0,1080
"2925",109,3,"use of dishwasher","count",0,21,0,0,0,0,0,0,0,0,0,0,0,0
"2926",109,3,"use of clothes washer","count",6,28,0,0,0.000433,0,0,0,0,0,0,0,0.000433,168
"2927",109,3,"use of clothes dryer","count",2,14,0,0,0,0,0,0,0,0,0,0,0,28
"2928",109,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2929",109,3,"use of  oven","count",9,39,0,0,0,0,0,0,0,0,0,0,0,351
"2930",109,3,"use of self-clean feature of electric oven","count",4,18,0,0,0,0,0,0,0,0,0,0,0,72
"2931",109,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2932",109,4,"TV/computer use","count",62,22,0,0,0,0,0,0,0,0,0,0,0,1364
"2933",109,5,"air travel - large plane","miles",3859,48,0,0,0,0,0,0,0,0,0,0,0,185232
"2934",109,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2935",109,5,"car trips- self only","miles",457,52,0,0,0,0,0.000551,0,0,0,0,0,0.000551,23764
"2936",109,5,"car trips - driver and self","miles",35,34,0,0,0,0,0.000554,0,0,0,0,0,0.000554,1190
"2937",109,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2938",109,5,"trips using public ground transportation","bags",14,44,0,0,0,0,0,0,0,0,0,0,0,616
"2939",109,6,"bags of garbage disposed","bags",20,45,0,0,0,0,0,0,0,0,0,0,0,900
"2940",109,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2941",109,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2942",109,6,"hazardous or electric items disposed","bags",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2943",109,6,"large items disposed","items",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"2944",110,1,"Household heating => 70F","count",2,87,0,0,0,0,0,0.000436,0,0,0,0,0.000436,174
"2945",110,1,"Household heating < 70F","count",6,68,0,0,0,0,0,0.000872,0,0,0,0,0.000872,408
"2946",110,1,"Use of heat pump","count",0,52,0,0,0,0,0,0,0,0,0,0,0,0
"2947",110,1,"Use of air conditioner","count",12,38,0,0,0,0,0,0,0,0,0,0,0,456
"2948",110,2,"shower - short","count",8,84,0,0,0,0,0,0,0,0,0,0,0,672
"2949",110,2,"shower - long (> 3 min)","count",40,90,0,0,0,0,0,0,0,0,0,0,0,3600
"2950",110,2,"bath","count",0,15,0,0,0,0.000368,0,0,0,0,0,0,0.000368,0
"2951",110,2,"wash-up","count",47,34,0,0,0,0,0,0,0,0,0,0,0,1598
"2952",110,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0
"2953",110,3,"use of clothes washer","count",7,44,0,0.000199,0,0,0,0,0,0,0,0,0.000199,308
"2954",110,3,"use of clothes dryer","count",3,16,0,0,0,0,0,0,0,0,0.000122,0,0.000122,48
"2955",110,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"2956",110,3,"use of  oven","count",8,31,0,0,0,0,0,0,0,0.000162,0.00015,0,0.000312,248
"2957",110,3,"use of self-clean feature of electric oven","count",1,18,0,0,0,0,0,0,0,0,0,0,0,18
"2958",110,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959",110,4,"TV/computer use","count",64,26,0,0,0,0,0,0,0,0,0,0,0,1664
"2960",110,5,"air travel - large plane","miles",3803,46,0,0,0,0,0,0,0,0,0,0,0,174938
"2961",110,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0.000408,0.000408,0
"2962",110,5,"car trips- self only","miles",414,59,0,0,0,0,0.000551,0,0,0,0,0,0.000551,24426
"2963",110,5,"car trips - driver and self","miles",15,29,0,0,0,0,0.000554,0,0,0,0,0,0.000554,435
"2964",110,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2965",110,5,"trips using public ground transportation","bags",18,44,0,0,0,0,0,0,0,0,0,0,0,792
"2966",110,6,"bags of garbage disposed","bags",19,50,0,0,0,0,0,0,0,0,0,0,0,950
"2967",110,6,"bags of recycling deposited (negative CF)","bags",7,14,0,0,0,0,0,0,0,0,0,0,0,98
"2968",110,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2969",110,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2970",110,6,"large items disposed","items",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"2971",111,1,"Household heating => 70F","hours",5,87,0,0,0,0,0,0.000436,0,0,0,0,0.000436,435
"2972",111,1,"Household heating < 70F","hours",2,80,0,0,0,0,0,0.000872,0,0,0,0,0.000872,160
"2973",111,1,"Use of heat pump","hours",0,44,0,0,0,0,0,0,0,0,0,0,0,0
"2974",111,1,"Use of air conditioner","hours",16,55,0,0,0,0,0,0,0,0,0,0,0,880
"2975",111,2,"shower - short","count",8,84,0,0.000102,0,0,0,0,0,0,0,0,0.000102,672
"2976",111,2,"shower - long (> 3 min)","count",35,92,0,0,0,0,0,0,0,0,0,0,0,3220
"2977",111,2,"bath","count",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"2978",111,2,"wash-up","count",42,27,0,0,0,0,0,0,0,0,0,0,0,1134
"2979",111,3,"use of dishwasher","count",0,24,0,0,0,0,0,0,0,0,0,0,0,0
"2980",111,3,"use of clothes washer","count",7,39,0,0,0,0,0,0,0,0,0,0,0,273
"2981",111,3,"use of clothes dryer","count",4,18,0,0,0,0,0,0,0,0,0,0,0,72
"2982",111,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2983",111,3,"use of  oven","count",9,32,0,0,0,0,0,0,0,0,0,0,0,288
"2984",111,3,"use of self-clean feature of electric oven","count",1,11,0,0,0,0,0,0,0,0,0,0,0,11
"2985",111,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2986",111,4,"TV/computer use","count",64,29,0,0,0,0,0,0,0,0,0,0,0,1856
"2987",111,5,"air travel - large plane","miles",2887,44,0,0,0,0,0,0,0,0,0,0,0,127028
"2988",111,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2989",111,5,"car trips- self only","miles",284,57,0,0,0,0,0.000551,0,0,0,0,0,0.000551,16188
"2990",111,5,"car trips - driver and self","miles",38,33,0,0,0,0,0.000554,0,0,0,0,0,0.000554,1254
"2991",111,5,"car trips - 2+ people with multiple end points","miles",29,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"2992",111,5,"trips using public ground transportation","bags",14,44,0,0,0,0,0,0,0,0,0,0,0,616
"2993",111,6,"bags of garbage disposed","bags",24,50,0,0,0,0,0,0,0,0,0,0,0,1200
"2994",111,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2995",111,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2996",111,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2997",111,6,"large items disposed","items",2,19,0,0,0,0,0,0,0,0,0,0,0,38
"2998",112,1,"Household heating => 70F","count",3,83,0,0,0,0,0,0.000436,0,0,0,0,0.000436,249
"2999",112,1,"Household heating < 70F","count",5,88,0,0,0,0,0,0.000872,0,0,0,0,0.000872,440
"3000",112,1,"Use of heat pump","count",0,43,0,0,0,0,0,0,0,0,0,0,0,0
"3001",112,1,"Use of air conditioner","count",32,43,0,0,0,0,0,0,0,0,0,0,0,1376
"3002",112,2,"shower - short","count",3,94,0,0,0,0.000199,0,0,0,0,0,0,0.000199,282
"3003",112,2,"shower - long (> 3 min)","count",27,72,0,0,0,0,0,0,0,0,0,0,0,1944
"3004",112,2,"bath","count",0,16,0,0,0,0,0,0,0,0,0,0,0,0
"3005",112,2,"wash-up","count",45,40,0,0,0,0,0,0,0,0,0,0,0,1800
"3006",112,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0
"3007",112,3,"use of clothes washer","count",5,46,0,0,0,0,0,0,0,0,0,0,0,230
"3008",112,3,"use of clothes dryer","count",1,11,0,0,0,0,0,0,0,0,0.000122,0,0.000122,11
"3009",112,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0.000135,0,0.000135,0
"3010",112,3,"use of  oven","count",11,35,0,0,0,0,0,0,0,0,0.00015,0,0.00015,385
"3011",112,3,"use of self-clean feature of electric oven","count",1,18,0,0,0,0,0,0,0,0,0,0,0,18
"3012",112,3,"Small kitchen appliance in the home","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3013",112,4,"TV/computer use","count",64,21,0,0,0,0,0,0,0,0,0,0,0,1344
"3014",112,5,"air travel - large plane","miles",2725,43,0,0,0,0,0,0,0,0,0,0.000179,0.000179,117175
"3015",112,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3016",112,5,"car trips- self only","miles",339,54,0,0,0,0,0.000551,0,0,0,0,0,0.000551,18306
"3017",112,5,"car trips - driver and self","miles",23,22,0,0,0,0,0.000554,0,0,0,0,0,0.000554,506
"3018",112,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"3019",112,5,"trips using public ground transportation","bags",12,44,0,0,0,0,0,0,0,0,0,0,0,528
"3020",112,6,"bags of garbage disposed","bags",27,44,0,0,0,0,0,0,0,0,0,0,0,1188
"3021",112,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3022",112,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3023",112,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3024",112,6,"large items disposed","items",1,13,0,0,0,0,0,0,0,0,0,0,0,13
"3025",113,1,"Household heating => 70F","hours",10,90,0,0,0,0,0,0.000436,0,0,0,0,0.000436,900
"3026",113,1,"Household heating < 70F","hours",2,73,0,0,0,0,0,0.000872,0,0,0,0,0.000872,146
"3027",113,1,"Use of heat pump","hours",0,45,0,0,0,0,0,0,0,0,0,0,0,0
"3028",113,1,"Use of air conditioner","hours",24,57,0,0,0,0,0,0,0,0,0,0,0,1368
"3029",113,2,"shower - short","count",5,83,0,0,0.000232,0,0,0,0,0,0,0,0.000232,415
"3030",113,2,"shower - long (> 3 min)","count",12,90,0,0,0,0,0,0,0,0,0,0,0,1080
"3031",113,2,"bath","count",0,17,0,0,0,0,0,0,0,0,0,0,0,0
"3032",113,2,"wash-up","count",34,36,0,0,0,0,0,0,0,0,0,0,0,1224
"3033",113,3,"use of dishwasher","count",0,22,0,0,0,0,0,0,0,0,0,0,0,0
"3034",113,3,"use of clothes washer","count",5,44,0,0,0,0,0,0,0,0,0,0,0,220
"3035",113,3,"use of clothes dryer","count",3,20,0,0,0,0,0,0,0,0,0,0,0,60
"3036",113,3,"use of cooking range","count",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3037",113,3,"use of  oven","count",8,41,0,0,0,0,0,0,0,0,0,0,0,328
"3038",113,3,"use of self-clean feature of electric oven","count",2,20,0,0,0,0,0,0,0,0,0,0,0,40
"3039",113,3,"Small kitchen appliance in the home","count",50,0,0,0,0,0,0,0,0,0,0,0,0,0
"3040",113,4,"TV/computer use","count",62,31,0,0,0,0,0,0,0,0,0,0,0,1922
"3041",113,5,"air travel - large plane","miles",2461,42,0,0,0,0,0,0,0,0,0,0,0,103362
"3042",113,5,"air travel - small  plane (<50 seats)","miles",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3043",113,5,"car trips- self only","miles",342,55,0,0,0,0,0.000551,0,0,0,0,0,0.000551,18810
"3044",113,5,"car trips - driver and self","miles",27,29,0,0,0,0,0.000554,0,0,0,0,0,0.000554,783
"3045",113,5,"car trips - 2+ people with multiple end points","miles",0,0,0,0,0,0,0.000354,0,0,0,0,0,0.000354,0
"3046",113,5,"trips using public ground transportation","bags",16,51,0,0,0,0,0,0,0,0,0,0,0,816
"3047",113,6,"bags of garbage disposed","bags",17,44,0,0,0,0,0,0,0,0,0,0,0,748
"3048",113,6,"bags of recycling deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3049",113,6,"bags of compost deposited (negative CF)","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3050",113,6,"hazardous or electric items disposed","bags",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3051",113,6,"large items disposed","items",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"3052",114,1,"Household heating => 70F","count",8,78,0,0,0,0,0,0.000436,0,0,0,0,0.000436,624
"3053",114,1,"Household heating < 70F","count",10,93,0,0,0,0,0,0.000872,0,0,0,0,0.000872,930
"3054",114,1,"Use of heat pump","count",0,43,0,0,0,0,0,0,0,0,0,0,0,0
