"","Indnum","Activity","solar_powered_water_heater","gas_water_heater","electric_water_heater_peak_hour","electric_water_heater_off_peak","gas","natural_gas","hybrid","electric_peak_hours","electric_off_peak_hours","jetfuel"
"6158",229,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6159",229,"Use of heat pump",1,0,0,0,0,0,0,0,0,0
"6160",229,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6161",229,"shower - short",0,0,0,0,0,0,0,0,0,0
"6162",229,"shower - long (> 3 min)",0,0,0,1,0,0,0,0,0,0
"6163",229,"bath",0,1,0,0,0,0,0,1,0,0
"6164",229,"wash-up",0,0,0,0,0,0,0,0,0,0
"6165",229,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6166",229,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6167",229,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6168",229,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"6169",229,"use of  oven",0,0,0,0,0,0,0,0,0,0
"6170",229,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6171",229,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6172",229,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6173",229,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6174",229,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6175",229,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6176",229,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6177",229,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6178",229,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6179",229,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6180",229,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6181",229,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6182",229,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6183",229,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6184",230,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6185",230,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6186",230,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6187",230,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6188",230,"shower - short",0,0,1,0,0,0,0,0,0,0
"6189",230,"shower - long (> 3 min)",0,0,0,0,0,0,1,0,0,0
"6190",230,"bath",0,0,0,0,0,0,0,0,0,0
"6191",230,"wash-up",0,0,0,0,0,0,0,0,0,0
"6192",230,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6193",230,"use of clothes washer",1,0,0,0,0,0,0,0,0,0
"6194",230,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6195",230,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6196",230,"use of  oven",0,0,0,1,0,0,0,0,1,0
"6197",230,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6198",230,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6199",230,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6200",230,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"6201",230,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"6202",230,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6203",230,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6204",230,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6205",230,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6206",230,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6207",230,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6208",230,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6209",230,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6210",230,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6211",231,"Household heating => 70F",0,0,1,0,1,1,0,0,0,0
"6212",231,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6213",231,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6214",231,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6215",231,"shower - short",0,0,0,0,0,0,0,0,0,0
"6216",231,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6217",231,"bath",0,0,0,0,0,0,0,0,0,0
"6218",231,"wash-up",0,0,0,0,0,0,0,0,0,0
"6219",231,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6220",231,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6221",231,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6222",231,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"6223",231,"use of  oven",0,0,0,0,1,0,0,0,0,0
"6224",231,"use of self-clean feature of electric oven",1,0,0,0,0,0,0,0,0,0
"6225",231,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6226",231,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6227",231,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6228",231,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6229",231,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6230",231,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6231",231,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6232",231,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6233",231,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6234",231,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6235",231,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6236",231,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6237",231,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6238",232,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6239",232,"Household heating < 70F",0,0,1,0,0,1,0,0,0,0
"6240",232,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6241",232,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6242",232,"shower - short",0,1,0,0,0,0,0,0,0,0
"6243",232,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6244",232,"bath",0,0,0,0,0,0,0,0,0,0
"6245",232,"wash-up",0,0,0,0,0,0,0,0,0,0
"6246",232,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6247",232,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6248",232,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6249",232,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6250",232,"use of  oven",0,0,0,0,0,0,0,0,1,0
"6251",232,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6252",232,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6253",232,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6254",232,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6255",232,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6256",232,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6257",232,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6258",232,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6259",232,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6260",232,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6261",232,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6262",232,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6263",232,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6264",232,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6265",233,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6266",233,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6267",233,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6268",233,"Use of air conditioner",1,0,1,0,0,0,0,0,0,0
"6269",233,"shower - short",0,0,0,0,0,0,0,0,0,0
"6270",233,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6271",233,"bath",0,0,0,0,0,0,0,0,0,0
"6272",233,"wash-up",0,0,0,1,0,0,0,0,0,0
"6273",233,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6274",233,"use of clothes washer",0,0,0,1,0,0,1,0,0,0
"6275",233,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6276",233,"use of cooking range",0,0,1,0,0,0,0,0,0,0
"6277",233,"use of  oven",0,0,0,0,0,0,0,0,0,0
"6278",233,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6279",233,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6280",233,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6281",233,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6282",233,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6283",233,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6284",233,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6285",233,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6286",233,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6287",233,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6288",233,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6289",233,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6290",233,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6291",233,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6292",234,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6293",234,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6294",234,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6295",234,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6296",234,"shower - short",0,0,0,0,0,0,0,0,0,0
"6297",234,"shower - long (> 3 min)",0,0,1,1,0,0,0,0,0,0
"6298",234,"bath",0,0,0,0,0,0,0,0,0,0
"6299",234,"wash-up",0,0,0,0,0,0,0,0,0,0
"6300",234,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6301",234,"use of clothes washer",0,0,0,1,0,0,0,0,0,0
"6302",234,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6303",234,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6304",234,"use of  oven",0,0,0,0,0,0,0,0,1,0
"6305",234,"use of self-clean feature of electric oven",0,1,0,0,0,0,0,0,0,0
"6306",234,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6307",234,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6308",234,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"6309",234,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6310",234,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6311",234,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6312",234,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6313",234,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6314",234,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6315",234,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6316",234,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6317",234,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6318",234,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6319",235,"Household heating => 70F",1,0,0,0,0,1,0,0,0,0
"6320",235,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6321",235,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6322",235,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6323",235,"shower - short",0,0,0,0,0,0,0,0,0,0
"6324",235,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6325",235,"bath",0,0,0,0,0,0,0,0,0,0
"6326",235,"wash-up",0,0,0,0,0,0,0,0,0,0
"6327",235,"use of dishwasher",1,0,0,0,0,0,0,0,0,0
"6328",235,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6329",235,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6330",235,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"6331",235,"use of  oven",1,0,0,0,0,0,0,0,0,0
"6332",235,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6333",235,"Small kitchen appliance in the home",0,0,0,0,1,0,0,0,0,0
"6334",235,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6335",235,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6336",235,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"6337",235,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6338",235,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6339",235,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6340",235,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6341",235,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6342",235,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6343",235,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6344",235,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6345",235,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6346",236,"Household heating => 70F",0,0,0,1,0,1,0,0,0,0
"6347",236,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6348",236,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6349",236,"Use of air conditioner",0,0,0,1,0,0,0,0,0,0
"6350",236,"shower - short",0,1,0,0,0,0,0,0,0,0
"6351",236,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6352",236,"bath",0,0,0,0,0,0,0,0,0,0
"6353",236,"wash-up",0,0,0,0,0,0,0,0,0,0
"6354",236,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6355",236,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6356",236,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6357",236,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6358",236,"use of  oven",0,0,0,0,0,0,0,0,1,0
"6359",236,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6360",236,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6361",236,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6362",236,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6363",236,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6364",236,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6365",236,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6366",236,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6367",236,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6368",236,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6369",236,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6370",236,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6371",236,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6372",236,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6373",237,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6374",237,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6375",237,"Use of heat pump",0,0,0,0,0,0,0,1,0,0
"6376",237,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6377",237,"shower - short",0,0,0,0,0,0,0,0,0,0
"6378",237,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6379",237,"bath",0,0,0,0,0,0,0,0,0,0
"6380",237,"wash-up",0,0,0,0,0,0,0,0,0,0
"6381",237,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6382",237,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6383",237,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6384",237,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"6385",237,"use of  oven",0,0,0,0,0,0,0,0,0,0
"6386",237,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6387",237,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6388",237,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6389",237,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6390",237,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6391",237,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6392",237,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6393",237,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6394",237,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6395",237,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6396",237,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6397",237,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6398",237,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6399",237,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6400",238,"Household heating => 70F",1,1,0,1,0,1,0,0,0,0
"6401",238,"Household heating < 70F",0,1,0,0,0,1,0,0,0,0
"6402",238,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6403",238,"Use of air conditioner",0,0,0,1,0,0,0,0,0,0
"6404",238,"shower - short",0,0,0,0,0,0,0,0,0,0
"6405",238,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6406",238,"bath",0,0,0,1,0,0,0,0,0,0
"6407",238,"wash-up",1,0,0,0,0,0,0,0,0,0
"6408",238,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6409",238,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6410",238,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6411",238,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6412",238,"use of  oven",0,0,0,0,0,0,1,0,1,0
"6413",238,"use of self-clean feature of electric oven",0,0,1,0,0,0,0,0,0,0
"6414",238,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6415",238,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6416",238,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6417",238,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6418",238,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6419",238,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6420",238,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6421",238,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6422",238,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6423",238,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6424",238,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6425",238,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6426",238,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6427",239,"Household heating => 70F",1,0,0,0,0,1,0,0,0,0
"6428",239,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6429",239,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6430",239,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6431",239,"shower - short",0,0,0,0,0,0,1,0,0,0
"6432",239,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6433",239,"bath",1,0,0,0,0,0,0,0,0,0
"6434",239,"wash-up",1,0,0,0,0,0,0,0,0,0
"6435",239,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6436",239,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6437",239,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6438",239,"use of cooking range",0,0,0,0,0,0,0,0,0,0
"6439",239,"use of  oven",0,0,0,0,0,0,0,0,0,0
"6440",239,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6441",239,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6442",239,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6443",239,"air travel - large plane",0,0,0,0,0,0,0,0,0,0
"6444",239,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6445",239,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6446",239,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6447",239,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6448",239,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6449",239,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6450",239,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6451",239,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6452",239,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6453",239,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6454",240,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6455",240,"Household heating < 70F",0,0,0,0,0,1,0,0,0,0
"6456",240,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6457",240,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6458",240,"shower - short",0,0,0,0,0,0,0,0,0,0
"6459",240,"shower - long (> 3 min)",0,0,0,0,0,0,0,1,0,0
"6460",240,"bath",0,0,0,0,0,0,0,0,0,0
"6461",240,"wash-up",0,0,0,0,0,0,1,0,0,0
"6462",240,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6463",240,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6464",240,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6465",240,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6466",240,"use of  oven",0,0,1,0,0,0,0,0,1,0
"6467",240,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6468",240,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6469",240,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6470",240,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"6471",240,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,1
"6472",240,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6473",240,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6474",240,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6475",240,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6476",240,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6477",240,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6478",240,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6479",240,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6480",240,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6481",241,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6482",241,"Household heating < 70F",0,0,0,0,0,1,0,1,0,0
"6483",241,"Use of heat pump",1,0,0,0,0,0,0,0,0,0
"6484",241,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6485",241,"shower - short",0,0,0,0,0,0,0,0,0,0
"6486",241,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6487",241,"bath",0,0,0,0,0,0,0,0,0,0
"6488",241,"wash-up",0,0,1,0,0,0,1,0,0,0
"6489",241,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6490",241,"use of clothes washer",0,0,1,0,0,0,0,0,0,0
"6491",241,"use of clothes dryer",0,0,0,0,0,0,0,0,0,0
"6492",241,"use of cooking range",1,0,0,0,0,0,1,0,0,0
"6493",241,"use of  oven",0,0,0,0,0,0,0,0,0,0
"6494",241,"use of self-clean feature of electric oven",0,0,0,0,0,0,0,0,0,0
"6495",241,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6496",241,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6497",241,"air travel - large plane",0,0,0,0,1,0,0,0,0,0
"6498",241,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6499",241,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6500",241,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6501",241,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6502",241,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6503",241,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6504",241,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6505",241,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6506",241,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6507",241,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6508",242,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6509",242,"Household heating < 70F",0,1,0,0,0,1,0,0,0,0
"6510",242,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
"6511",242,"Use of air conditioner",0,0,0,0,0,0,0,0,0,0
"6512",242,"shower - short",0,0,0,0,0,0,0,0,0,0
"6513",242,"shower - long (> 3 min)",0,0,0,0,0,0,0,0,0,0
"6514",242,"bath",0,0,0,0,0,0,0,0,0,0
"6515",242,"wash-up",0,0,0,0,0,0,0,0,0,0
"6516",242,"use of dishwasher",0,0,0,0,0,0,0,0,0,0
"6517",242,"use of clothes washer",0,0,0,0,0,0,0,0,0,0
"6518",242,"use of clothes dryer",0,0,0,0,0,0,0,0,1,0
"6519",242,"use of cooking range",0,0,0,0,0,0,0,0,1,0
"6520",242,"use of  oven",1,0,0,0,0,0,0,0,1,0
"6521",242,"use of self-clean feature of electric oven",1,0,0,0,0,0,0,0,0,0
"6522",242,"Small kitchen appliance in the home",0,0,0,0,0,0,0,0,0,0
"6523",242,"TV/computer use",0,0,0,0,0,0,0,0,0,0
"6524",242,"air travel - large plane",0,0,0,0,0,0,0,0,0,1
"6525",242,"air travel - small  plane (<50 seats)",0,0,0,0,0,0,0,0,0,0
"6526",242,"car trips- self only",0,0,0,0,1,0,0,0,0,0
"6527",242,"car trips - driver and self",0,0,0,0,1,0,0,0,0,0
"6528",242,"car trips - 2+ people with multiple end points",0,0,0,0,1,0,0,0,0,0
"6529",242,"trips using public ground transportation",0,0,0,0,0,0,0,0,0,0
"6530",242,"bags of garbage disposed",0,0,0,0,0,0,0,0,0,0
"6531",242,"bags of recycling deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6532",242,"bags of compost deposited (negative CF)",0,0,0,0,0,0,0,0,0,0
"6533",242,"hazardous or electric items disposed",0,0,0,0,0,0,0,0,0,0
"6534",242,"large items disposed",0,0,0,0,0,0,0,0,0,0
"6535",243,"Household heating => 70F",0,0,0,0,0,1,0,0,0,0
"6536",243,"Household heating < 70F",0,0,0,1,0,1,0,0,0,0
"6537",243,"Use of heat pump",0,0,0,0,0,0,0,0,0,0
